Andhra Pradesh (AP),East Godavari,tourism,4
Andhra Pradesh (AP),East Godavari,pharmaceutical,2
Andhra Pradesh (AP),East Godavari,automobile,5
Andhra Pradesh (AP),East Godavari,textile,1
Andhra Pradesh (AP),East Godavari,food,5
West Bengal (WB),Paschim Medinipur,telecom,4
West Bengal (WB),Paschim Medinipur,tourism,3
West Bengal (WB),Paschim Medinipur,pharmaceutical,5
West Bengal (WB),Paschim Medinipur,automobile,1
West Bengal (WB),Paschim Medinipur,textile,4
West Bengal (WB),Paschim Medinipur,food,4
Bihar (BR),East Champaran,telecom,5
Bihar (BR),East Champaran,tourism,2
Bihar (BR),East Champaran,pharmaceutical,1
Bihar (BR),East Champaran,automobile,4
Bihar (BR),East Champaran,textile,5
Bihar (BR),East Champaran,food,2
Gujarat (GJ),Surat,telecom,2
Gujarat (GJ),Surat,tourism,5
Gujarat (GJ),Surat,pharmaceutical,1
Gujarat (GJ),Surat,automobile,3
Gujarat (GJ),Surat,textile,4
Gujarat (GJ),Surat,food,1
Andhra Pradesh (AP),Guntur,telecom,1
Andhra Pradesh (AP),Guntur,tourism,5
Andhra Pradesh (AP),Guntur,pharmaceutical,2
Andhra Pradesh (AP),Guntur,automobile,3
Andhra Pradesh (AP),Guntur,textile,2
Andhra Pradesh (AP),Guntur,food,5
West Bengal (WB),Howrah,telecom,5
West Bengal (WB),Howrah,tourism,3
West Bengal (WB),Howrah,pharmaceutical,5
West Bengal (WB),Howrah,automobile,2
West Bengal (WB),Howrah,textile,5
West Bengal (WB),Howrah,food,2
Bihar (BR),Muzaffarpur,telecom,1
Bihar (BR),Muzaffarpur,tourism,1
Bihar (BR),Muzaffarpur,pharmaceutical,3
Bihar (BR),Muzaffarpur,automobile,3
Bihar (BR),Muzaffarpur,textile,1
Bihar (BR),Muzaffarpur,food,4
Karnataka (KA),Belgaum,telecom,4
Karnataka (KA),Belgaum,tourism,5
Karnataka (KA),Belgaum,pharmaceutical,4
Karnataka (KA),Belgaum,automobile,5
Karnataka (KA),Belgaum,textile,4
Karnataka (KA),Belgaum,food,3
Uttar Pradesh (UP),Moradabad,telecom,5
Uttar Pradesh (UP),Moradabad,tourism,3
Uttar Pradesh (UP),Moradabad,pharmaceutical,2
Uttar Pradesh (UP),Moradabad,automobile,2
Uttar Pradesh (UP),Moradabad,textile,4
Uttar Pradesh (UP),Moradabad,food,1
Tamil Nadu (TN),Chennai,telecom,3
Tamil Nadu (TN),Chennai,tourism,1
Tamil Nadu (TN),Chennai,pharmaceutical,3
Tamil Nadu (TN),Chennai,automobile,1
Tamil Nadu (TN),Chennai,textile,3
Tamil Nadu (TN),Chennai,food,3
Uttar Pradesh (UP),Ghaziabad,telecom,1
Uttar Pradesh (UP),Ghaziabad,tourism,4
Uttar Pradesh (UP),Ghaziabad,pharmaceutical,4
Uttar Pradesh (UP),Ghaziabad,automobile,3
Uttar Pradesh (UP),Ghaziabad,textile,4
Uttar Pradesh (UP),Ghaziabad,food,1
Maharashtra (MH),Nagpur,telecom,4
Maharashtra (MH),Nagpur,tourism,5
Maharashtra (MH),Nagpur,pharmaceutical,2
Maharashtra (MH),Nagpur,automobile,5
Maharashtra (MH),Nagpur,textile,4
Maharashtra (MH),Nagpur,food,3
Uttar Pradesh (UP),Azamgarh,telecom,2
Uttar Pradesh (UP),Azamgarh,tourism,3
Uttar Pradesh (UP),Azamgarh,pharmaceutical,1
Uttar Pradesh (UP),Azamgarh,automobile,1
Uttar Pradesh (UP),Azamgarh,textile,5
Uttar Pradesh (UP),Azamgarh,food,3
Uttar Pradesh (UP),Lucknow,telecom,5
Uttar Pradesh (UP),Lucknow,tourism,3
Uttar Pradesh (UP),Lucknow,pharmaceutical,3
Uttar Pradesh (UP),Lucknow,automobile,2
Uttar Pradesh (UP),Lucknow,textile,3
Uttar Pradesh (UP),Lucknow,food,5
Uttar Pradesh (UP),Kanpur Nagar,telecom,1
Uttar Pradesh (UP),Kanpur Nagar,tourism,2
Uttar Pradesh (UP),Kanpur Nagar,pharmaceutical,2
Uttar Pradesh (UP),Kanpur Nagar,automobile,2
Uttar Pradesh (UP),Kanpur Nagar,textile,1
Uttar Pradesh (UP),Kanpur Nagar,food,3
Maharashtra (MH),Ahmednagar,telecom,5
Maharashtra (MH),Ahmednagar,tourism,2
Maharashtra (MH),Ahmednagar,pharmaceutical,2
Maharashtra (MH),Ahmednagar,automobile,3
Maharashtra (MH),Ahmednagar,textile,2
Maharashtra (MH),Ahmednagar,food,1
Andhra Pradesh (AP),Krishna,telecom,1
Andhra Pradesh (AP),Krishna,tourism,1
Andhra Pradesh (AP),Krishna,pharmaceutical,2
Andhra Pradesh (AP),Krishna,automobile,5
Andhra Pradesh (AP),Krishna,textile,2
Andhra Pradesh (AP),Krishna,food,5
West Bengal (WB),Kolkata,telecom,3
West Bengal (WB),Kolkata,tourism,2
West Bengal (WB),Kolkata,pharmaceutical,4
West Bengal (WB),Kolkata,automobile,4
West Bengal (WB),Kolkata,textile,5
West Bengal (WB),Kolkata,food,4
Uttar Pradesh (UP),Jaunpur district,telecom,5
Uttar Pradesh (UP),Jaunpur district,tourism,2
Uttar Pradesh (UP),Jaunpur district,pharmaceutical,2
Uttar Pradesh (UP),Jaunpur district,automobile,1
Uttar Pradesh (UP),Jaunpur district,textile,4
Uttar Pradesh (UP),Jaunpur district,food,3
Bihar (BR),Madhubani,telecom,4
Bihar (BR),Madhubani,tourism,1
Bihar (BR),Madhubani,pharmaceutical,2
Bihar (BR),Madhubani,automobile,4
Bihar (BR),Madhubani,textile,1
Bihar (BR),Madhubani,food,2
Uttar Pradesh (UP),Sitapur,telecom,5
Uttar Pradesh (UP),Sitapur,tourism,1
Uttar Pradesh (UP),Sitapur,pharmaceutical,5
Uttar Pradesh (UP),Sitapur,automobile,4
Uttar Pradesh (UP),Sitapur,textile,2
Uttar Pradesh (UP),Sitapur,food,2
Uttar Pradesh (UP),Bareilly,telecom,1
Uttar Pradesh (UP),Bareilly,tourism,1
Uttar Pradesh (UP),Bareilly,pharmaceutical,1
Uttar Pradesh (UP),Bareilly,automobile,5
Uttar Pradesh (UP),Bareilly,textile,5
Uttar Pradesh (UP),Bareilly,food,1
Uttar Pradesh (UP),Gorakhpur,telecom,5
Uttar Pradesh (UP),Gorakhpur,tourism,3
Uttar Pradesh (UP),Gorakhpur,pharmaceutical,2
Uttar Pradesh (UP),Gorakhpur,automobile,1
Uttar Pradesh (UP),Gorakhpur,textile,5
Uttar Pradesh (UP),Gorakhpur,food,5
West Bengal (WB),Purba Medinipur,telecom,3
West Bengal (WB),Purba Medinipur,tourism,5
West Bengal (WB),Purba Medinipur,pharmaceutical,4
West Bengal (WB),Purba Medinipur,automobile,3
West Bengal (WB),Purba Medinipur,textile,4
West Bengal (WB),Purba Medinipur,food,4
Uttar Pradesh (UP),Agra,telecom,4
Uttar Pradesh (UP),Agra,tourism,1
Uttar Pradesh (UP),Agra,pharmaceutical,1
Uttar Pradesh (UP),Agra,automobile,5
Uttar Pradesh (UP),Agra,textile,5
Uttar Pradesh (UP),Agra,food,1
Bihar (BR),Gaya,telecom,3
Bihar (BR),Gaya,tourism,5
Bihar (BR),Gaya,pharmaceutical,5
Bihar (BR),Gaya,automobile,3
Bihar (BR),Gaya,textile,4
Bihar (BR),Gaya,food,1
Maharashtra (MH),Solapur,telecom,2
Maharashtra (MH),Solapur,tourism,4
Maharashtra (MH),Solapur,pharmaceutical,1
Maharashtra (MH),Solapur,automobile,5
Maharashtra (MH),Solapur,textile,3
Maharashtra (MH),Solapur,food,5
Andhra Pradesh (AP),Visakhapatnam,telecom,2
Andhra Pradesh (AP),Visakhapatnam,tourism,1
Andhra Pradesh (AP),Visakhapatnam,pharmaceutical,4
Andhra Pradesh (AP),Visakhapatnam,automobile,4
Andhra Pradesh (AP),Visakhapatnam,textile,2
Andhra Pradesh (AP),Visakhapatnam,food,1
Bihar (BR),Samastipur,telecom,5
Bihar (BR),Samastipur,tourism,2
Bihar (BR),Samastipur,pharmaceutical,5
Bihar (BR),Samastipur,automobile,2
Bihar (BR),Samastipur,textile,3
Bihar (BR),Samastipur,food,3
Maharashtra (MH),Jalgaon,telecom,4
Maharashtra (MH),Jalgaon,tourism,2
Maharashtra (MH),Jalgaon,pharmaceutical,4
Maharashtra (MH),Jalgaon,automobile,3
Maharashtra (MH),Jalgaon,textile,1
Maharashtra (MH),Jalgaon,food,5
Andhra Pradesh (AP),Chittoor,telecom,1
Andhra Pradesh (AP),Chittoor,tourism,4
Andhra Pradesh (AP),Chittoor,pharmaceutical,3
Andhra Pradesh (AP),Chittoor,automobile,5
Andhra Pradesh (AP),Chittoor,textile,1
Andhra Pradesh (AP),Chittoor,food,1
Uttar Pradesh (UP),Muzaffarnagar,telecom,5
Uttar Pradesh (UP),Muzaffarnagar,tourism,1
Uttar Pradesh (UP),Muzaffarnagar,pharmaceutical,4
Uttar Pradesh (UP),Muzaffarnagar,automobile,1
Uttar Pradesh (UP),Muzaffarnagar,textile,1
Uttar Pradesh (UP),Muzaffarnagar,food,1
Kerala (KL),Malappuram,telecom,2
Kerala (KL),Malappuram,tourism,2
Kerala (KL),Malappuram,pharmaceutical,5
Kerala (KL),Malappuram,automobile,4
Kerala (KL),Malappuram,textile,5
Kerala (KL),Malappuram,food,4
Uttar Pradesh (UP),Hardoi,telecom,5
Uttar Pradesh (UP),Hardoi,tourism,1
Uttar Pradesh (UP),Hardoi,pharmaceutical,4
Uttar Pradesh (UP),Hardoi,automobile,2
Uttar Pradesh (UP),Hardoi,textile,1
Uttar Pradesh (UP),Hardoi,food,2
Andhra Pradesh (AP),Anantapur,telecom,4
Andhra Pradesh (AP),Anantapur,tourism,5
Andhra Pradesh (AP),Anantapur,pharmaceutical,2
Andhra Pradesh (AP),Anantapur,automobile,5
Andhra Pradesh (AP),Anantapur,textile,2
Andhra Pradesh (AP),Anantapur,food,4
Chhattisgarh (CG),Raipur,telecom,1
Chhattisgarh (CG),Raipur,tourism,4
Chhattisgarh (CG),Raipur,pharmaceutical,3
Chhattisgarh (CG),Raipur,automobile,5
Chhattisgarh (CG),Raipur,textile,2
Chhattisgarh (CG),Raipur,food,1
Andhra Pradesh (AP),Kurnool,telecom,1
Andhra Pradesh (AP),Kurnool,tourism,2
Andhra Pradesh (AP),Kurnool,pharmaceutical,3
Andhra Pradesh (AP),Kurnool,automobile,4
Andhra Pradesh (AP),Kurnool,textile,3
Andhra Pradesh (AP),Kurnool,food,4
Telangana (TS),Mahbubnagar,telecom,3
Telangana (TS),Mahbubnagar,tourism,3
Telangana (TS),Mahbubnagar,pharmaceutical,4
Telangana (TS),Mahbubnagar,automobile,3
Telangana (TS),Mahbubnagar,textile,5
Telangana (TS),Mahbubnagar,food,2
Uttar Pradesh (UP),Lakhimpur Kheri,telecom,2
Uttar Pradesh (UP),Lakhimpur Kheri,tourism,1
Uttar Pradesh (UP),Lakhimpur Kheri,pharmaceutical,4
Uttar Pradesh (UP),Lakhimpur Kheri,automobile,5
Uttar Pradesh (UP),Lakhimpur Kheri,textile,5
Uttar Pradesh (UP),Lakhimpur Kheri,food,3
Telangana (TS),Hyderabad,telecom,4
Telangana (TS),Hyderabad,tourism,4
Telangana (TS),Hyderabad,pharmaceutical,4
Telangana (TS),Hyderabad,automobile,2
Telangana (TS),Hyderabad,textile,5
Telangana (TS),Hyderabad,food,5
West Bengal (WB),Maldah,telecom,4
West Bengal (WB),Maldah,tourism,5
West Bengal (WB),Maldah,pharmaceutical,2
West Bengal (WB),Maldah,automobile,4
West Bengal (WB),Maldah,textile,2
West Bengal (WB),Maldah,food,5
Tamil Nadu (TN),Madurai,telecom,3
Tamil Nadu (TN),Madurai,tourism,2
Tamil Nadu (TN),Madurai,pharmaceutical,5
Tamil Nadu (TN),Madurai,automobile,2
Tamil Nadu (TN),Madurai,textile,3
Tamil Nadu (TN),Madurai,food,5
Tamil Nadu (TN),Kanchipuram,telecom,5
Tamil Nadu (TN),Kanchipuram,tourism,3
Tamil Nadu (TN),Kanchipuram,pharmaceutical,4
Tamil Nadu (TN),Kanchipuram,automobile,3
Tamil Nadu (TN),Kanchipuram,textile,5
Tamil Nadu (TN),Kanchipuram,food,2
Bihar (BR),Saran,telecom,1
Bihar (BR),Saran,tourism,1
Bihar (BR),Saran,pharmaceutical,3
Bihar (BR),Saran,automobile,1
Bihar (BR),Saran,textile,4
Bihar (BR),Saran,food,5
Bihar (BR),West Champaran,telecom,2
Bihar (BR),West Champaran,tourism,1
Bihar (BR),West Champaran,pharmaceutical,5
Bihar (BR),West Champaran,automobile,5
Bihar (BR),West Champaran,textile,5
Bihar (BR),West Champaran,food,3
Andhra Pradesh (AP),West Godavari,telecom,2
Andhra Pradesh (AP),West Godavari,tourism,3
Andhra Pradesh (AP),West Godavari,pharmaceutical,3
Andhra Pradesh (AP),West Godavari,automobile,5
Andhra Pradesh (AP),West Godavari,textile,4
Andhra Pradesh (AP),West Godavari,food,1
Tamil Nadu (TN),Vellore,telecom,2
Tamil Nadu (TN),Vellore,tourism,4
Tamil Nadu (TN),Vellore,pharmaceutical,4
Tamil Nadu (TN),Vellore,automobile,1
Tamil Nadu (TN),Vellore,textile,1
Tamil Nadu (TN),Vellore,food,3
Bihar (BR),Darbhanga,telecom,2
Bihar (BR),Darbhanga,tourism,1
Bihar (BR),Darbhanga,pharmaceutical,4
Bihar (BR),Darbhanga,automobile,3
Bihar (BR),Darbhanga,textile,3
Bihar (BR),Darbhanga,food,2
Maharashtra (MH),Kolhapur,telecom,2
Maharashtra (MH),Kolhapur,tourism,5
Maharashtra (MH),Kolhapur,pharmaceutical,2
Maharashtra (MH),Kolhapur,automobile,1
Maharashtra (MH),Kolhapur,textile,3
Maharashtra (MH),Kolhapur,food,3
West Bengal (WB),Jalpaiguri,telecom,1
West Bengal (WB),Jalpaiguri,tourism,2
West Bengal (WB),Jalpaiguri,pharmaceutical,1
West Bengal (WB),Jalpaiguri,automobile,2
West Bengal (WB),Jalpaiguri,textile,3
West Bengal (WB),Jalpaiguri,food,4
Telangana (TS),Karimnagar,telecom,2
Telangana (TS),Karimnagar,tourism,2
Telangana (TS),Karimnagar,pharmaceutical,2
Telangana (TS),Karimnagar,automobile,2
Telangana (TS),Karimnagar,textile,1
Telangana (TS),Karimnagar,food,4
Uttar Pradesh (UP),Sultanpur,telecom,5
Uttar Pradesh (UP),Sultanpur,tourism,3
Uttar Pradesh (UP),Sultanpur,pharmaceutical,1
Uttar Pradesh (UP),Sultanpur,automobile,5
Uttar Pradesh (UP),Sultanpur,textile,3
Uttar Pradesh (UP),Sultanpur,food,3
Tamil Nadu (TN),Tiruvallur,telecom,2
Tamil Nadu (TN),Tiruvallur,tourism,3
Tamil Nadu (TN),Tiruvallur,pharmaceutical,5
Tamil Nadu (TN),Tiruvallur,automobile,4
Tamil Nadu (TN),Tiruvallur,textile,5
Tamil Nadu (TN),Tiruvallur,food,2
Uttar Pradesh (UP),Budaun,telecom,2
Uttar Pradesh (UP),Budaun,tourism,4
Uttar Pradesh (UP),Budaun,pharmaceutical,1
Uttar Pradesh (UP),Budaun,automobile,3
Uttar Pradesh (UP),Budaun,textile,5
Uttar Pradesh (UP),Budaun,food,1
Maharashtra (MH),Aurangabad,telecom,3
Maharashtra (MH),Aurangabad,tourism,2
Maharashtra (MH),Aurangabad,pharmaceutical,3
Maharashtra (MH),Aurangabad,automobile,2
Maharashtra (MH),Aurangabad,textile,1
Maharashtra (MH),Aurangabad,food,4
Rajasthan (RJ),Jodhpur,telecom,5
Rajasthan (RJ),Jodhpur,tourism,5
Rajasthan (RJ),Jodhpur,pharmaceutical,2
Rajasthan (RJ),Jodhpur,automobile,1
Rajasthan (RJ),Jodhpur,textile,3
Rajasthan (RJ),Jodhpur,food,4
Uttar Pradesh (UP),Bijnor,telecom,4
Uttar Pradesh (UP),Bijnor,tourism,4
Uttar Pradesh (UP),Bijnor,pharmaceutical,3
Uttar Pradesh (UP),Bijnor,automobile,4
Uttar Pradesh (UP),Bijnor,textile,1
Uttar Pradesh (UP),Bijnor,food,1
Uttar Pradesh (UP),Varanasi,telecom,3
Uttar Pradesh (UP),Varanasi,tourism,5
Uttar Pradesh (UP),Varanasi,pharmaceutical,3
Uttar Pradesh (UP),Varanasi,automobile,2
Uttar Pradesh (UP),Varanasi,textile,1
Uttar Pradesh (UP),Varanasi,food,4
Uttar Pradesh (UP),Aligarh,telecom,4
Uttar Pradesh (UP),Aligarh,tourism,3
Uttar Pradesh (UP),Aligarh,pharmaceutical,5
Uttar Pradesh (UP),Aligarh,automobile,3
Uttar Pradesh (UP),Aligarh,textile,1
Uttar Pradesh (UP),Aligarh,food,4
Rajasthan (RJ),Alwar,telecom,5
Rajasthan (RJ),Alwar,tourism,2
Rajasthan (RJ),Alwar,pharmaceutical,3
Rajasthan (RJ),Alwar,automobile,3
Rajasthan (RJ),Alwar,textile,3
Rajasthan (RJ),Alwar,food,2
Delhi (DL),North West Delhi,telecom,4
Delhi (DL),North West Delhi,tourism,1
Delhi (DL),North West Delhi,pharmaceutical,3
Delhi (DL),North West Delhi,automobile,1
Delhi (DL),North West Delhi,textile,4
Delhi (DL),North West Delhi,food,3
Gujarat (GJ),Vadodara,telecom,1
Gujarat (GJ),Vadodara,tourism,2
Gujarat (GJ),Vadodara,pharmaceutical,5
Gujarat (GJ),Vadodara,automobile,3
Gujarat (GJ),Vadodara,textile,3
Gujarat (GJ),Vadodara,food,2
Uttar Pradesh (UP),Ghazipur,telecom,5
Uttar Pradesh (UP),Ghazipur,tourism,5
Uttar Pradesh (UP),Ghazipur,pharmaceutical,3
Uttar Pradesh (UP),Ghazipur,automobile,4
Uttar Pradesh (UP),Ghazipur,textile,3
Uttar Pradesh (UP),Ghazipur,food,3
West Bengal (WB),Bankura,telecom,1
West Bengal (WB),Bankura,tourism,3
West Bengal (WB),Bankura,pharmaceutical,3
West Bengal (WB),Bankura,automobile,1
West Bengal (WB),Bankura,textile,5
West Bengal (WB),Bankura,food,3
Uttar Pradesh (UP),Kushinagar,telecom,1
Uttar Pradesh (UP),Kushinagar,tourism,5
Uttar Pradesh (UP),Kushinagar,pharmaceutical,3
Uttar Pradesh (UP),Kushinagar,automobile,1
Uttar Pradesh (UP),Kushinagar,textile,2
Uttar Pradesh (UP),Kushinagar,food,5
Telangana (TS),Warangal,telecom,2
Telangana (TS),Warangal,tourism,1
Telangana (TS),Warangal,pharmaceutical,3
Telangana (TS),Warangal,automobile,2
Telangana (TS),Warangal,textile,4
Telangana (TS),Warangal,food,4
Odisha (OD),Ganjam,telecom,3
Odisha (OD),Ganjam,tourism,3
Odisha (OD),Ganjam,pharmaceutical,1
Odisha (OD),Ganjam,automobile,4
Odisha (OD),Ganjam,textile,5
Odisha (OD),Ganjam,food,3
West Bengal (WB),Birbhum,telecom,5
West Bengal (WB),Birbhum,tourism,5
West Bengal (WB),Birbhum,pharmaceutical,3
West Bengal (WB),Birbhum,automobile,5
West Bengal (WB),Birbhum,textile,2
West Bengal (WB),Birbhum,food,2
Uttar Pradesh (UP),Bulandshahr,telecom,4
Uttar Pradesh (UP),Bulandshahr,tourism,3
Uttar Pradesh (UP),Bulandshahr,pharmaceutical,2
Uttar Pradesh (UP),Bulandshahr,automobile,3
Uttar Pradesh (UP),Bulandshahr,textile,5
Uttar Pradesh (UP),Bulandshahr,food,3
Bihar (BR),Vaishali,telecom,1
Bihar (BR),Vaishali,tourism,1
Bihar (BR),Vaishali,pharmaceutical,5
Bihar (BR),Vaishali,automobile,2
Bihar (BR),Vaishali,textile,5
Bihar (BR),Vaishali,food,3
Punjab (PB),Ludhiana,telecom,5
Punjab (PB),Ludhiana,tourism,4
Punjab (PB),Ludhiana,pharmaceutical,2
Punjab (PB),Ludhiana,automobile,3
Punjab (PB),Ludhiana,textile,1
Punjab (PB),Ludhiana,food,1
Telangana (TS),Nalgonda,telecom,5
Telangana (TS),Nalgonda,tourism,5
Telangana (TS),Nalgonda,pharmaceutical,1
Telangana (TS),Nalgonda,automobile,2
Telangana (TS),Nalgonda,textile,1
Telangana (TS),Nalgonda,food,4
Tamil Nadu (TN),Salem,telecom,3
Tamil Nadu (TN),Salem,tourism,5
Tamil Nadu (TN),Salem,pharmaceutical,2
Tamil Nadu (TN),Salem,automobile,3
Tamil Nadu (TN),Salem,textile,4
Tamil Nadu (TN),Salem,food,1
Tamil Nadu (TN),Coimbatore,telecom,3
Tamil Nadu (TN),Coimbatore,tourism,4
Tamil Nadu (TN),Coimbatore,pharmaceutical,4
Tamil Nadu (TN),Coimbatore,automobile,4
Tamil Nadu (TN),Coimbatore,textile,4
Tamil Nadu (TN),Coimbatore,food,2
Uttar Pradesh (UP),Saharanpur,telecom,2
Uttar Pradesh (UP),Saharanpur,tourism,4
Uttar Pradesh (UP),Saharanpur,pharmaceutical,4
Uttar Pradesh (UP),Saharanpur,automobile,4
Uttar Pradesh (UP),Saharanpur,textile,3
Uttar Pradesh (UP),Saharanpur,food,1
Tamil Nadu (TN),Viluppuram,telecom,2
Tamil Nadu (TN),Viluppuram,tourism,3
Tamil Nadu (TN),Viluppuram,pharmaceutical,4
Tamil Nadu (TN),Viluppuram,automobile,5
Tamil Nadu (TN),Viluppuram,textile,3
Tamil Nadu (TN),Viluppuram,food,1
Uttar Pradesh (UP),Meerut,telecom,1
Uttar Pradesh (UP),Meerut,tourism,1
Uttar Pradesh (UP),Meerut,pharmaceutical,5
Uttar Pradesh (UP),Meerut,automobile,5
Uttar Pradesh (UP),Meerut,textile,4
Uttar Pradesh (UP),Meerut,food,3
Uttar Pradesh (UP),Gonda,telecom,2
Uttar Pradesh (UP),Gonda,tourism,2
Uttar Pradesh (UP),Gonda,pharmaceutical,4
Uttar Pradesh (UP),Gonda,automobile,3
Uttar Pradesh (UP),Gonda,textile,1
Uttar Pradesh (UP),Gonda,food,5
Bihar (BR),Sitamarhi,telecom,3
Bihar (BR),Sitamarhi,tourism,5
Bihar (BR),Sitamarhi,pharmaceutical,4
Bihar (BR),Sitamarhi,automobile,2
Bihar (BR),Sitamarhi,textile,5
Bihar (BR),Sitamarhi,food,3
Uttar Pradesh (UP),Raebareli,telecom,3
Uttar Pradesh (UP),Raebareli,tourism,3
Uttar Pradesh (UP),Raebareli,pharmaceutical,3
Uttar Pradesh (UP),Raebareli,automobile,2
Uttar Pradesh (UP),Raebareli,textile,1
Uttar Pradesh (UP),Raebareli,food,1
Andhra Pradesh (AP),Prakasam,telecom,3
Andhra Pradesh (AP),Prakasam,tourism,2
Andhra Pradesh (AP),Prakasam,pharmaceutical,3
Andhra Pradesh (AP),Prakasam,automobile,5
Andhra Pradesh (AP),Prakasam,textile,5
Andhra Pradesh (AP),Prakasam,food,2
Maharashtra (MH),Nanded,telecom,4
Maharashtra (MH),Nanded,tourism,5
Maharashtra (MH),Nanded,pharmaceutical,3
Maharashtra (MH),Nanded,automobile,1
Maharashtra (MH),Nanded,textile,4
Maharashtra (MH),Nanded,food,2
Chhattisgarh (CG),Durg,telecom,5
Chhattisgarh (CG),Durg,tourism,3
Chhattisgarh (CG),Durg,pharmaceutical,3
Chhattisgarh (CG),Durg,automobile,1
Chhattisgarh (CG),Durg,textile,1
Chhattisgarh (CG),Durg,food,2
Bihar (BR),Siwan,telecom,3
Bihar (BR),Siwan,tourism,3
Bihar (BR),Siwan,pharmaceutical,5
Bihar (BR),Siwan,automobile,4
Bihar (BR),Siwan,textile,4
